Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
1,0,3,0,0,2,1,0,213,3,1467,2,6,7,28,1,1,13,1,3243
3,0,0,3,0,0,-1,0,269,2,1172,1,2,7,44,20,0,10,0,1675
3,0,1,3,3,0,-1,0,86,1,1212,2,7,6,24,3,0,4,14,1304
2,1,2,3,3,1,-1,0,228,3,99,0,6,13,24,18,0,7,5,2878
2,1,0,3,3,2,2,1,243,2,2787,0,2,21,16,14,2,12,4,1126
2,1,2,3,1,1,-1,2,276,1,7,0,3,10,28,12,1,10,10,1489
3,1,2,2,3,2,4,0,292,0,3347,3,4,24,40,0,2,1,11,1954
2,0,3,0,3,0,-1,1,282,0,1475,0,7,0,31,9,1,14,8,1957
1,0,0,1,1,0,-1,0,74,3,1873,1,7,9,36,23,0,13,15,3778
2,0,3,3,1,0,-1,1,208,3,1661,1,2,24,29,10,2,13,6,2069
3,1,2,1,0,0,-1,1,260,0,774,0,2,6,34,24,0,10,4,2421
3,1,3,2,3,0,-1,0,294,3,1043,3,2,5,42,15,0,0,13,2801
1,0,0,3,3,2,0,0,52,0,9006,2,4,19,46,23,1,12,15,5547
1,1,3,0,1,1,-1,1,229,0,15,1,2,22,22,12,0,2,14,2343
1,1,1,2,1,0,-1,0,291,2,1199,1,5,0,21,15,0,12,9,2232
1,0,1,1,0,1,-1,1,184,0,20,0,2,12,34,9,0,7,13,2309
2,1,3,2,2,2,1,2,131,1,4058,1,3,11,14,17,0,3,7,2233
2,1,3,1,2,1,-1,1,288,0,95,2,4,20,8,7,2,7,1,1419
0,1,2,1,0,1,-1,1,192,0,71,3,5,20,3,13,2,7,11,2087
0,0,1,2,3,0,-1,2,175,3,1603,0,5,6,44,22,0,13,5,2829
0,0,0,0,1,0,-1,0,64,3,1595,0,2,16,49,4,1,0,11,3057
0,1,3,3,0,1,-1,0,62,0,92,0,4,10,9,1,1,8,10,2337
3,0,1,0,1,1,-1,2,56,0,80,3,3,19,50,5,0,13,4,1651
1,1,1,3,3,1,-1,2,209,0,21,0,3,7,31,6,1,2,6,2214
2,0,2,1,3,1,-1,0,136,0,31,3,3,6,15,19,0,14,3,1402
2,1,0,3,2,1,-1,0,284,3,3,2,2,7,12,12,1,5,0,2317
1,1,1,3,0,2,4,2,276,2,2698,3,1,9,50,4,2,2,5,2027
3,0,0,1,1,2,4,0,209,2,1580,0,5,2,19,19,1,6,14,1543
0,0,2,1,2,2,3,1,86,1,5541,2,3,24,0,17,1,8,3,2522
1,0,2,2,3,2,0,2,238,1,7014,0,2,1,10,8,1,8,10,3996
3,1,2,2,0,0,-1,2,79,3,1122,3,5,10,5,19,2,5,9,2673
1,1,3,1,0,2,0,2,200,2,1644,2,3,3,27,11,2,9,0,2235
3,0,1,3,1,0,-1,1,214,1,1854,0,3,16,29,9,2,0,11,1378
2,1,0,0,1,1,-1,0,59,3,72,1,6,4,39,7,2,12,13,2939
1,1,3,2,3,2,0,2,235,3,4383,2,2,9,6,21,1,15,7,4311
0,0,0,2,0,1,-1,1,50,0,69,3,7,11,28,24,1,12,7,2107
2,0,2,3,1,2,0,2,122,2,5954,1,4,14,11,21,0,4,14,3419
3,1,1,1,2,2,1,0,218,1,9258,2,4,12,20,20,2,2,7,3713
1,1,3,0,1,2,4,1,156,0,2041,0,1,17,0,18,1,9,4,1484
2,1,2,2,0,2,4,2,289,2,2033,1,7,1,40,1,1,14,8,2517
0,0,1,3,2,0,-1,1,168,0,1958,3,7,19,9,9,0,5,13,1890
0,1,1,2,0,1,-1,2,242,0,58,0,5,10,38,2,1,4,9,3071
2,1,3,1,0,1,-1,1,73,0,92,1,4,15,32,8,0,3,10,2073
2,0,1,3,0,1,-1,1,145,3,93,1,1,9,43,0,2,7,11,2233
2,0,2,3,2,2,4,0,214,2,7926,1,5,19,7,16,0,4,6,1644
1,1,2,0,3,0,-1,1,117,3,1988,3,7,15,10,9,0,7,3,2957
0,1,1,0,1,0,-1,2,118,0,757,1,4,6,25,9,0,12,12,2278
2,0,2,2,0,2,2,0,292,1,8497,2,6,22,23,4,1,4,8,2813
0,0,0,2,2,1,-1,1,162,0,62,2,4,3,42,6,0,14,2,1983
2,0,3,0,2,2,0,1,209,1,5323,1,3,16,3,24,1,6,1,2779
0,1,1,2,3,1,-1,0,222,3,17,3,5,22,17,1,2,3,12,2212
1,1,3,3,1,0,-1,1,181,3,5,2,2,7,16,14,2,4,4,2910
2,0,0,0,0,0,-1,2,74,1,1997,2,1,20,24,3,2,5,15,1051
0,1,3,2,1,2,3,2,120,0,7153,1,7,6,17,16,1,0,4,5044
3,1,2,2,1,0,-1,2,163,2,1301,1,2,23,33,8,2,7,9,1595
2,1,3,3,0,2,3,2,264,0,2864,1,7,24,47,19,1,5,1,3745
1,1,3,1,0,2,2,1,252,1,6029,3,3,20,33,15,1,5,15,3084
2,1,0,0,2,2,4,2,68,0,825,1,7,17,21,4,2,15,2,2280
1,1,0,3,0,0,-1,1,177,3,660,3,6,12,22,11,2,6,3,3669
3,0,0,1,2,0,-1,2,94,3,967,2,2,17,6,2,2,9,2,1724
0,1,2,2,3,0,-1,1,247,1,1111,2,3,0,34,11,1,8,12,1695
0,1,3,2,3,0,-1,2,144,3,884,2,4,7,19,16,0,12,4,2423
2,1,3,0,0,2,1,1,99,0,704,0,6,4,23,3,1,15,6,2130
2,0,2,2,1,2,2,0,278,1,2514,0,5,20,45,3,1,12,15,2224
0,0,2,3,1,2,0,1,89,3,3208,3,2,5,9,1,0,5,11,3058
2,1,0,0,3,0,-1,1,69,3,1954,2,1,6,25,14,2,7,5,1994
2,0,1,0,2,1,-1,0,62,2,92,0,6,3,37,24,2,14,14,1605
0,1,2,2,1,0,-1,1,110,1,1438,1,4,16,26,8,1,1,15,1751
0,0,3,2,1,0,-1,0,223,0,1923,1,7,9,0,24,1,11,12,2405
1,1,0,0,1,0,-1,1,73,0,846,1,4,4,9,17,2,3,0,1941
1,0,2,1,0,1,-1,1,248,1,65,1,5,10,7,13,1,14,11,2195
1,0,2,3,3,1,-1,1,145,0,41,2,3,17,47,23,2,15,8,2106
1,1,0,3,0,0,-1,2,216,1,635,1,4,11,46,7,1,1,7,2516
3,0,1,3,3,2,2,1,255,2,9842,1,4,4,46,0,1,8,8,2956
0,0,0,3,1,1,-1,1,54,0,77,0,1,10,46,3,0,3,5,1678
3,1,2,2,3,2,0,1,189,2,7953,0,7,15,21,3,0,6,12,4357
1,1,1,1,0,1,-1,1,216,0,48,2,3,5,31,0,0,13,13,2249
3,0,0,0,1,1,-1,2,273,2,86,2,7,11,3,8,2,12,3,776
1,1,0,0,3,1,-1,0,281,0,18,1,4,23,40,4,1,13,0,2794
2,0,1,2,0,1,-1,2,171,2,65,1,5,14,47,9,1,8,0,1939
3,0,2,0,0,2,2,2,158,0,1844,1,6,4,9,6,0,3,4,2250
2,0,0,2,3,1,-1,2,198,1,91,0,7,16,13,8,1,1,0,1155
3,1,2,3,3,0,-1,0,270,2,1749,3,6,6,4,16,2,3,4,1203
0,1,0,3,1,2,3,2,224,3,4397,2,6,23,1,16,2,14,10,4031
2,0,1,1,2,0,-1,0,186,3,1008,1,5,13,11,19,1,10,1,2364
0,1,3,1,2,1,-1,0,122,3,19,3,5,19,13,23,2,1,15,2446
1,0,0,3,0,2,3,1,158,0,6419,0,6,16,24,15,1,9,1,4445
3,0,1,2,3,1,-1,2,91,1,95,3,3,8,45,0,0,15,8,1202
3,0,3,2,1,1,-1,1,186,0,8,1,5,15,8,0,2,15,11,1670
1,0,0,3,0,2,3,2,272,3,7008,0,4,3,28,17,0,0,12,5133
2,1,3,1,3,0,-1,2,90,3,1601,1,7,17,1,5,0,0,1,2698
1,0,0,1,3,1,-1,0,232,2,0,1,7,18,21,8,0,7,8,2092
2,1,3,2,3,2,4,1,222,1,1072,0,3,12,19,8,2,14,10,1086
3,0,1,3,0,0,-1,0,229,3,695,0,6,13,17,14,0,12,14,2835
2,0,2,2,0,1,-1,1,99,1,42,0,1,21,30,3,1,1,3,987
0,1,3,3,1,2,4,0,238,1,9316,3,3,8,29,0,2,6,4,1790
1,1,1,1,1,2,3,2,54,3,9507,0,5,13,35,13,0,14,11,6621
2,1,1,3,2,0,-1,0,191,0,1635,3,7,22,18,2,2,1,15,1749
3,0,1,1,0,0,-1,0,97,3,810,0,5,24,20,12,0,5,14,2721
3,0,1,0,1,2,1,0,161,1,1899,0,6,22,24,17,0,5,3,1900
2,1,1,3,0,0,-1,2,259,0,103,0,5,8,2,6,0,3,12,1756
2,1,1,3,3,1,-1,0,147,0,71,1,2,18,6,15,1,13,7,1449
0,1,1,2,2,1,-1,2,212,1,86,1,1,13,25,1,1,9,3,1400
2,1,2,2,0,0,-1,1,263,2,818,2,7,18,17,10,0,3,0,1441
3,1,0,0,3,2,3,0,206,3,4809,0,4,13,33,11,1,7,11,4031
3,0,1,1,3,1,-1,0,209,1,92,2,3,11,44,14,1,13,0,1284
2,0,2,3,1,2,4,1,236,0,3610,2,2,12,37,22,0,7,1,1733
3,0,2,2,2,2,4,1,110,1,5696,0,4,11,45,12,1,2,2,1645
1,0,1,2,1,0,-1,1,123,2,1795,1,3,19,27,23,1,1,6,1374
3,0,0,0,3,1,-1,1,297,3,98,2,5,1,14,0,2,12,6,1674
2,1,1,0,2,0,-1,2,159,3,1895,3,4,22,36,21,1,12,1,2811
3,0,1,2,1,0,-1,2,165,2,1321,2,4,19,9,6,0,6,6,1007
3,0,0,1,2,0,-1,1,274,0,824,2,1,4,13,15,0,11,4,1466
3,1,2,0,3,0,-1,0,282,0,984,1,1,18,35,2,2,8,10,2173
3,0,2,0,3,1,-1,2,212,0,95,1,6,16,46,10,0,8,5,2420
0,0,2,0,0,2,4,0,80,1,9746,0,5,19,25,3,0,10,4,1660
1,0,1,2,0,2,0,2,204,3,3315,2,6,7,36,9,2,12,3,3973
3,0,0,2,2,1,-1,1,98,1,32,3,4,12,46,21,2,5,3,1387
0,1,2,2,0,2,0,1,130,3,7885,1,6,6,18,23,2,0,6,6810
2,1,0,2,2,1,-1,1,59,0,51,2,1,14,2,0,0,9,8,1130
3,0,1,3,1,2,3,2,276,2,2916,1,5,21,42,8,0,12,5,2393
3,1,2,2,1,1,-1,0,273,2,54,3,5,12,37,8,0,8,15,2038
0,1,3,2,0,0,-1,2,71,2,1758,2,4,19,29,18,1,3,8,1652
2,0,1,2,2,0,-1,0,109,0,1414,2,4,1,15,4,0,15,1,1475
1,1,2,1,1,0,-1,2,127,2,479,3,5,1,25,2,1,4,5,1867
2,1,3,0,2,1,-1,1,281,1,25,1,1,17,43,20,0,9,3,1467
0,0,1,3,2,0,-1,2,108,1,575,0,6,15,45,20,1,2,7,1873
3,0,3,1,1,0,-1,1,268,3,23,0,7,21,3,20,0,12,14,2212
2,1,0,0,0,0,-1,2,100,3,1401,3,7,4,26,12,1,2,0,3044
3,1,2,1,2,0,-1,1,112,2,197,0,5,0,33,23,1,4,15,1795
1,1,0,0,0,0,-1,0,107,1,780,3,7,6,27,0,2,1,0,2059
3,0,3,1,2,1,-1,2,226,0,22,1,4,5,4,13,1,7,8,1681
2,0,3,1,1,1,-1,0,124,2,56,0,7,12,42,14,2,14,3,1624
0,0,3,3,3,0,-1,0,159,3,57,3,6,13,29,19,1,3,2,2333
0,0,0,2,2,2,2,1,233,3,3805,0,2,14,15,20,2,2,8,3171
3,0,1,2,0,2,3,1,144,2,7958,0,6,13,46,24,1,14,15,3492
2,0,0,1,0,0,-1,0,209,2,137,2,4,10,45,23,2,15,0,1526
0,0,2,1,3,1,-1,2,118,1,82,1,3,5,30,16,2,13,3,1311
1,0,0,1,1,1,-1,1,290,0,8,3,7,20,40,15,1,0,7,2570
1,1,0,0,1,0,-1,1,299,0,298,1,2,21,48,1,2,1,1,2474
2,1,2,3,1,0,-1,0,99,2,308,3,4,13,37,14,1,9,15,1404
1,1,1,3,0,2,3,2,183,1,8198,1,2,5,21,16,0,0,7,4612
3,1,1,1,2,0,-1,1,161,3,1092,0,2,8,50,10,2,4,15,2911
0,1,2,3,3,1,-1,2,54,3,20,3,4,5,39,14,2,12,5,2635
1,0,1,2,3,1,-1,0,52,1,42,2,6,19,42,21,0,6,1,1735
1,0,2,0,2,0,-1,0,118,3,854,0,5,10,32,7,2,10,8,3119
2,0,2,1,3,2,4,1,120,1,1401,1,2,16,33,1,2,1,7,766
1,1,3,1,3,2,3,1,266,2,4293,3,6,19,8,5,0,3,4,2297
2,1,2,1,2,2,1,1,229,3,5235,2,2,15,37,13,0,3,2,3670
0,0,1,2,2,1,-1,0,122,3,42,3,6,14,49,17,2,1,7,2822
2,0,2,0,2,0,-1,0,290,3,317,3,5,2,15,20,1,7,7,2486
3,0,1,2,1,0,-1,2,244,0,762,0,6,6,2,18,1,1,13,1650
0,1,0,3,1,1,-1,2,274,3,26,3,7,21,22,12,2,7,0,3202
3,1,0,0,1,1,-1,2,211,1,99,2,3,19,21,1,0,10,5,1133
0,1,1,2,1,1,-1,2,116,3,0,0,4,13,38,15,0,2,1,3289
1,0,1,2,3,1,-1,1,282,3,70,3,5,10,18,15,2,2,10,2426
1,0,1,0,0,1,-1,0,53,1,70,0,7,2,45,24,2,8,2,2795
3,1,0,0,2,2,3,1,222,2,1771,1,3,5,8,12,2,6,4,1608
3,0,0,0,2,0,-1,2,153,3,1692,3,6,2,31,21,1,10,5,2438
3,0,0,2,3,0,-1,1,286,2,909,0,6,4,42,22,1,5,9,1528
1,0,2,2,1,1,-1,1,76,3,81,1,6,19,39,1,2,7,2,3211
3,0,1,1,2,2,3,0,191,0,8358,1,5,16,20,10,1,2,15,3941
3,0,3,2,2,1,-1,0,254,3,67,1,4,14,35,0,1,5,1,2454
2,1,3,3,2,0,-1,0,226,0,1862,0,5,24,14,23,0,15,10,2198
2,0,2,3,0,2,3,1,266,1,3800,2,7,23,8,5,1,12,14,2126
3,0,1,0,2,0,-1,2,207,1,1287,1,5,9,36,5,1,10,1,1581
1,1,1,2,0,0,-1,1,137,0,1320,1,1,13,18,2,2,11,8,2153
2,1,2,3,0,2,3,0,95,1,7468,1,7,5,47,22,0,3,6,4422
0,0,0,1,0,0,-1,0,125,2,480,0,2,10,50,8,0,5,2,1667
2,1,2,0,2,0,-1,0,279,3,1301,0,4,9,4,15,0,13,1,2768
2,0,2,0,3,1,-1,2,64,0,50,2,5,13,44,24,2,9,4,1493
3,0,2,2,3,0,-1,0,183,0,1598,0,2,11,35,20,2,6,11,1974
3,0,1,3,3,0,-1,2,271,0,963,2,6,1,47,1,1,2,2,1783
2,1,3,1,1,1,-1,0,139,3,3,2,3,21,27,21,1,5,2,2380
3,1,3,3,2,1,-1,0,244,0,42,2,5,21,30,10,1,4,8,2324
3,1,0,2,2,2,3,0,159,1,732,2,7,10,46,24,0,11,5,2262
0,1,3,3,2,1,-1,0,189,0,25,2,4,9,35,0,0,7,6,2173
0,0,2,1,1,2,3,0,187,2,196,1,4,16,8,10,0,14,5,1662
0,0,0,0,2,0,-1,0,227,1,638,0,4,20,19,17,1,15,10,1781
0,1,3,0,3,1,-1,2,144,0,50,0,2,20,47,5,2,6,0,2176
3,1,3,2,0,1,-1,2,196,2,16,0,5,2,31,11,1,11,6,1731
2,1,0,2,0,2,2,0,169,1,5393,0,3,13,2,5,2,13,9,2303
0,1,3,0,2,1,-1,1,123,2,83,1,5,18,46,23,1,14,6,2162
0,1,3,1,0,2,0,2,247,3,7749,3,5,5,20,8,1,3,3,6069
2,1,2,2,0,0,-1,2,289,3,860,1,4,18,46,16,2,4,4,3811
0,1,2,0,3,1,-1,1,207,2,65,0,2,12,20,8,1,2,3,1097
3,0,0,3,3,2,2,1,295,3,2761,1,3,2,1,8,2,7,2,2188
1,1,3,3,0,2,4,2,299,3,9445,1,5,12,20,15,0,5,0,3779
1,1,1,2,0,0,-1,2,57,2,64,1,2,9,6,21,2,10,11,1179
2,0,3,0,1,2,4,0,240,2,6726,2,7,15,6,16,2,11,2,848
0,1,0,0,0,1,-1,1,240,0,81,3,2,22,30,6,2,12,8,2239
3,0,1,2,3,1,-1,0,82,1,54,0,4,3,47,18,1,15,1,1509
1,0,2,0,1,1,-1,1,214,3,37,0,6,3,8,8,1,7,13,3058
2,1,3,1,3,1,-1,1,275,3,18,3,3,18,10,0,0,11,14,1825
1,1,3,0,0,1,-1,1,131,2,70,3,7,10,37,7,1,6,5,2034
2,0,0,2,2,0,-1,2,123,3,203,2,7,1,24,2,2,13,10,1997
3,1,0,0,2,2,1,2,190,1,5287,0,4,12,15,10,2,14,14,2801
0,0,2,3,0,1,-1,0,64,3,52,0,6,9,15,16,0,1,8,2753
0,0,0,2,3,0,-1,0,276,3,1934,3,5,12,39,20,2,13,13,2912
0,1,2,0,2,1,-1,2,243,2,69,0,2,21,40,7,0,5,11,1642
3,1,0,0,3,2,1,1,136,2,4306,1,5,5,3,13,0,2,14,2207
1,0,1,0,3,0,-1,2,163,1,840,1,1,1,26,23,1,6,6,1283
2,0,1,2,1,1,-1,1,263,2,53,3,5,1,19,13,1,8,15,1161
2,1,1,3,1,0,-1,2,194,3,1935,2,3,2,5,6,0,9,6,2156
0,1,1,1,3,1,-1,0,108,0,32,2,3,18,27,10,0,3,4,1639
3,0,0,0,2,2,1,1,271,3,555,2,7,18,0,1,2,4,13,2278
3,0,0,3,3,2,2,0,91,3,6898,1,2,10,1,23,1,4,7,2964
1,1,1,1,1,0,-1,2,243,2,1643,2,1,1,20,9,1,9,2,1183
2,0,3,1,1,1,-1,2,93,3,57,3,7,17,20,15,1,0,3,2274
1,1,3,1,0,0,-1,0,168,1,1850,1,2,3,10,8,2,1,9,1544
3,0,3,1,3,0,-1,2,179,3,1996,2,5,11,40,17,0,6,10,2404
3,0,3,3,3,2,1,2,246,1,5413,0,2,16,38,0,2,1,13,2108
0,0,3,3,1,1,-1,1,231,3,6,2,1,16,31,6,1,11,2,2094
0,1,3,0,1,0,-1,1,198,2,1727,1,7,11,12,5,2,6,14,1967
3,0,2,0,1,1,-1,0,267,0,75,3,7,18,9,15,2,10,7,1750
3,1,1,3,0,2,0,0,81,1,5499,2,4,21,27,2,1,6,0,3800
3,0,2,0,1,2,3,1,193,2,8786,3,2,7,40,7,0,9,3,3266
2,1,0,0,0,0,-1,2,183,2,1531,3,5,12,23,19,0,15,9,1704
1,0,2,0,0,1,-1,2,94,2,50,1,7,15,0,12,0,0,10,1974
3,0,0,2,2,2,2,1,296,1,5310,2,1,14,42,17,2,8,0,2288
2,1,2,0,2,1,-1,2,239,2,79,2,4,10,33,10,1,2,12,1397
3,0,1,0,1,0,-1,1,87,3,1215,3,5,6,39,18,2,15,7,2336
2,1,2,1,0,2,2,1,286,0,8809,3,5,18,37,15,2,0,5,3799
2,1,3,0,3,1,-1,0,117,3,46,3,6,6,22,14,0,1,14,2313
1,0,3,0,3,2,4,2,296,2,9285,0,6,3,45,1,0,7,3,1616
3,0,1,0,2,1,-1,0,241,0,2,0,2,17,3,9,1,12,7,1353
0,0,2,1,0,2,2,2,127,3,9352,1,6,21,28,16,1,6,4,5015
3,1,0,1,0,2,4,2,203,0,8920,0,2,23,32,6,2,14,7,2179
2,0,2,1,3,1,-1,2,58,0,25,3,7,12,16,10,1,15,12,1376
2,1,3,3,3,1,-1,1,261,3,14,3,3,14,16,5,2,3,7,1752
2,1,0,3,2,2,0,2,218,2,5278,1,3,8,15,11,1,4,0,3312
3,0,2,0,1,1,-1,0,192,0,75,0,3,9,39,23,1,9,5,2025
3,0,0,1,0,2,3,1,194,0,7148,2,7,10,43,17,2,0,4,3633
1,1,2,0,1,1,-1,0,92,1,31,3,5,21,35,9,0,4,5,2445
1,0,2,1,3,0,-1,1,147,0,2,0,2,7,1,9,1,12,12,1151
1,0,2,0,3,1,-1,0,237,0,88,0,3,20,46,12,2,10,7,2080
0,0,3,1,0,0,-1,2,274,1,342,2,3,4,4,2,0,7,2,1164
3,0,2,2,3,0,-1,1,270,1,1962,3,3,11,6,10,0,11,15,1037
2,0,2,2,2,2,3,2,244,3,9014,1,3,1,4,19,2,1,11,3949
2,1,3,0,1,0,-1,1,267,1,1557,2,4,9,36,18,0,9,8,1546
2,1,1,2,2,0,-1,1,121,1,1537,2,1,9,28,21,0,5,15,1219
0,0,1,3,1,0,-1,0,259,1,293,1,2,14,5,22,2,12,13,1304
3,0,3,2,0,2,2,0,196,3,6180,0,7,13,49,7,1,5,15,3958
0,0,2,0,0,1,-1,1,54,1,61,2,1,5,13,17,2,1,3,851
2,0,2,2,2,1,-1,0,63,0,11,2,6,5,9,15,2,9,5,1357
1,0,2,0,0,1,-1,1,193,1,80,1,4,24,3,5,1,2,9,1869
3,1,2,0,3,2,1,1,183,1,8717,2,6,21,37,9,0,12,10,3635
3,0,2,3,3,0,-1,2,146,3,1604,0,3,2,32,14,0,10,13,2279
1,1,1,2,3,2,2,0,69,3,9050,2,5,17,38,20,0,11,14,4851
3,0,1,0,0,1,-1,0,168,2,86,2,7,2,41,16,2,7,13,1510
1,1,3,0,3,1,-1,1,253,2,21,2,4,7,43,15,2,0,5,1447
0,1,1,1,3,2,2,1,93,3,1760,2,3,12,11,4,2,5,0,2105
2,0,0,3,1,0,-1,2,270,1,631,3,3,22,1,3,1,3,11,891
0,0,0,1,1,0,-1,0,170,2,755,2,1,12,30,21,0,2,5,1336
1,0,0,2,3,1,-1,1,221,0,1,1,4,10,35,9,2,11,5,2207
1,1,1,1,1,2,3,0,191,3,6482,1,7,17,23,10,2,12,9,5918
3,1,3,1,0,1,-1,2,80,1,76,3,3,8,28,16,2,13,14,1514
1,0,1,1,3,0,-1,0,100,0,1795,1,4,16,35,19,0,15,6,2499
3,1,3,3,3,0,-1,1,118,0,311,0,2,22,13,12,0,4,5,1632
1,1,3,1,1,0,-1,1,265,1,1959,0,5,24,8,22,1,3,0,1826
1,1,2,2,1,1,-1,2,235,2,52,3,5,23,5,0,1,6,11,1656
0,1,2,3,3,1,-1,1,126,3,14,2,3,12,33,17,2,5,4,2418
0,1,1,3,1,0,-1,1,155,2,649,0,4,18,24,10,1,15,14,1459
0,1,3,1,0,1,-1,2,82,2,69,0,4,14,40,9,0,10,5,1874
0,0,1,3,3,1,-1,1,92,2,29,3,1,20,39,19,0,14,9,1057
1,1,1,2,0,1,-1,2,94,3,96,0,1,10,21,12,1,9,7,2782
0,0,1,1,0,1,-1,0,98,2,50,0,7,7,29,17,0,9,12,1809
2,0,0,1,3,2,0,0,184,3,1614,2,3,6,48,24,2,14,7,2612
1,0,0,2,3,0,-1,0,286,0,601,1,5,9,45,18,1,6,10,2866
2,0,0,3,2,2,3,2,243,1,4215,0,4,14,45,9,2,5,9,2578
0,0,0,3,3,0,-1,0,91,1,1890,3,6,15,6,14,0,14,9,1322
3,1,3,0,3,0,-1,0,92,3,909,3,1,15,26,3,1,6,10,2249
0,1,1,2,2,0,-1,0,230,3,1046,3,5,4,31,11,0,7,13,3301
2,1,1,2,3,0,-1,1,105,3,1394,0,7,18,13,20,0,7,5,2599
3,1,2,2,1,1,-1,1,205,3,15,0,6,15,40,12,2,1,3,2741
3,0,0,3,1,2,3,1,133,2,6127,2,7,6,34,16,2,10,2,2467
2,0,2,1,0,1,-1,0,151,2,98,3,4,12,46,2,0,12,11,1579
1,1,0,3,1,0,-1,2,57,2,1372,0,7,10,50,19,2,13,6,2456
3,0,1,3,3,0,-1,1,251,3,1978,0,7,17,0,4,1,14,4,2161
1,0,1,1,3,0,-1,2,113,2,1108,1,7,21,12,4,2,6,4,1565
1,1,1,0,2,0,-1,0,138,1,1957,1,2,2,37,24,0,9,4,2271
0,1,0,3,1,0,-1,2,79,3,3,1,2,23,42,13,0,8,13,3439
1,1,2,1,3,0,-1,0,64,0,415,3,6,19,48,4,0,5,1,2573
3,0,0,1,1,0,-1,1,291,1,1818,0,4,13,23,9,2,8,1,1544
3,0,1,1,2,0,-1,1,148,2,639,2,7,22,12,22,2,3,2,791
0,0,3,0,0,0,-1,1,275,1,388,0,3,15,3,6,2,14,11,1264
0,0,2,3,1,0,-1,0,289,0,804,1,7,14,38,7,0,9,2,3011
1,1,2,0,1,2,1,2,84,2,4084,3,3,24,45,20,0,1,4,2780
2,0,0,3,3,1,-1,1,244,1,30,1,2,6,23,23,1,4,2,1273
2,0,3,1,0,0,-1,0,64,1,1488,2,3,14,18,18,0,2,12,1332
3,1,1,1,1,0,-1,1,179,1,447,0,5,8,12,12,2,4,12,1594
3,0,0,2,1,0,-1,1,263,1,1476,1,7,18,46,24,0,7,13,2322
1,0,0,0,0,0,-1,2,268,2,1368,2,4,0,15,1,1,7,5,1410
0,0,2,2,0,1,-1,2,128,3,8,1,1,9,49,10,0,4,7,3159
3,1,2,2,3,0,-1,2,101,2,1227,0,2,17,22,19,2,14,4,1159
2,1,1,0,2,0,-1,0,63,0,1597,1,7,4,50,3,1,7,11,2970
3,1,1,3,1,0,-1,1,66,2,574,1,7,11,28,21,2,5,11,1711
1,0,1,3,3,1,-1,1,51,0,19,2,1,8,17,1,2,4,4,1211
3,1,1,2,1,1,-1,1,222,0,73,3,2,11,9,1,1,13,13,1514
2,1,1,2,2,0,-1,0,116,0,338,3,1,1,20,17,0,2,12,1649
2,0,1,1,3,0,-1,1,245,2,1527,3,1,15,30,9,1,2,4,789
3,1,1,0,0,1,-1,0,81,2,95,3,5,4,2,1,0,0,8,1280
2,0,1,1,0,1,-1,1,173,2,69,3,5,20,23,0,1,2,3,1182
0,1,3,3,2,2,3,2,260,1,2266,0,3,10,44,12,2,14,8,2727
0,1,2,2,1,0,-1,2,251,2,885,1,7,19,15,3,2,7,4,2299
3,1,0,0,3,1,-1,2,129,1,56,3,5,11,13,2,0,8,7,1174
2,0,0,0,0,0,-1,2,71,1,1370,2,6,3,42,21,1,12,13,1507
1,1,1,0,1,1,-1,2,264,3,42,1,5,17,33,17,1,8,9,4158
1,1,0,1,3,1,-1,1,281,2,5,1,1,11,31,20,2,12,6,1107
0,1,0,1,3,1,-1,0,128,0,13,1,2,13,30,0,1,6,2,2048
2,0,2,1,1,2,2,1,125,1,3849,2,7,14,7,6,2,13,2,1423
0,0,1,3,1,1,-1,2,130,3,50,1,7,1,50,11,1,10,8,3191
0,0,0,0,0,1,-1,0,212,0,50,2,4,14,20,2,0,5,10,1846
3,0,0,0,3,1,-1,0,270,3,3,1,7,5,6,23,0,1,9,2399
0,0,2,1,3,2,1,2,220,1,9445,0,3,20,17,10,1,8,4,3582
0,0,0,3,3,2,1,0,210,3,4197,2,2,16,48,16,0,7,14,3538
3,0,2,2,0,0,-1,0,209,2,600,2,6,3,21,2,0,4,8,1622
0,1,2,0,3,2,2,2,53,1,1720,0,1,10,24,19,0,13,7,1387
0,1,2,2,3,0,-1,2,73,3,1890,3,3,5,5,12,1,11,4,2262
0,1,0,3,2,2,0,0,53,3,601,2,4,15,30,3,1,3,12,2729
0,0,2,1,2,2,4,1,53,3,6894,2,7,0,15,10,2,13,3,2026
3,0,1,3,0,0,-1,2,132,0,636,0,4,12,14,17,2,10,13,1802
0,0,2,0,3,0,-1,0,212,3,1201,1,2,23,36,9,1,6,11,2761
3,1,2,1,2,1,-1,1,240,1,48,2,3,10,13,4,2,1,11,976
0,1,3,2,3,2,4,2,183,3,5442,0,3,9,20,20,1,3,10,2522
0,1,1,2,2,0,-1,1,295,0,236,1,4,8,39,5,2,5,15,2457
0,0,0,1,0,2,3,2,222,3,3388,0,3,16,22,20,0,3,14,3559
